# Pathway	H9.humann2_Abundance
PWY-4061: glutathione-mediated detoxification I|unclassified	1.1753418788
PWY-7112: 4-hydroxy-2-nonenal detoxification	1.2358699753
PWY-7112: 4-hydroxy-2-nonenal detoxification|unclassified	1.1753418788
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)	1.2108021198
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic)|unclassified	1.1385631550
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	1.2088210560
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|unclassified	1.1590717497
PWY-5897: superpathway of menaquinol-11 biosynthesis	1.1955803016
PWY-5897: superpathway of menaquinol-11 biosynthesis|unclassified	0.9384200309
PWY-5898: superpathway of menaquinol-12 biosynthesis	1.1955803016
PWY-5898: superpathway of menaquinol-12 biosynthesis|unclassified	0.9384200309
PWY-5899: superpathway of menaquinol-13 biosynthesis	1.1955803016
PWY-5899: superpathway of menaquinol-13 biosynthesis|unclassified	0.9384200309
PWY-5872: ubiquinol-10 biosynthesis (eukaryotic)	1.1938771589
PWY-5872: ubiquinol-10 biosynthesis (eukaryotic)|unclassified	1.0799015443
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	1.1938771589
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)|unclassified	1.0799015443
PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis	1.1840163418
PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis|unclassified	1.1575316544
PWY-5845: superpathway of menaquinol-9 biosynthesis	1.1819968181
PWY-5845: superpathway of menaquinol-9 biosynthesis|unclassified	0.8751156222
PWY-5838: superpathway of menaquinol-8 biosynthesis I	1.1731459934
PWY-5838: superpathway of menaquinol-8 biosynthesis I|unclassified	0.9044620327
PWY-5989: stearate biosynthesis II (bacteria and plants)	1.1668598853
PWY-5989: stearate biosynthesis II (bacteria and plants)|unclassified	1.0798953044
PWY-5419: catechol degradation to 2-oxopent-4-enoate II	1.1649045152
PWY-5419: catechol degradation to 2-oxopent-4-enoate II|unclassified	1.1649045152
PWY-5415: catechol degradation I (meta-cleavage pathway)	1.1646995910
PWY6666-2: dopamine degradation	1.1414477007
PWY6666-2: dopamine degradation|unclassified	1.1414477007
PWY-5030: histidine degradation III	1.1227059029
PWY-5030: histidine degradation III|unclassified	0.8790445476
PWY-5896: superpathway of menaquinol-10 biosynthesis	1.1012896066
PWY-5896: superpathway of menaquinol-10 biosynthesis|unclassified	0.8799036643
PPGPPMET-PWY: ppGpp biosynthesis	1.0559503867
PPGPPMET-PWY: ppGpp biosynthesis|unclassified	1.0018925321
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	1.0525928800
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis|unclassified	0.7822902775
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	1.0446966728
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis|unclassified	0.8086775845
PWY-6367: D-myo-inositol-5-phosphate metabolism	1.0082831380
PWY-6367: D-myo-inositol-5-phosphate metabolism|unclassified	1.0082831380
PWY-6538: caffeine degradation III (bacteria, via demethylation)	0.9795543641
PWY-6538: caffeine degradation III (bacteria, via demethylation)|unclassified	0.9612595716
PWY-5488: 4-nitrophenol degradation II	0.9239626245
PWY-5488: 4-nitrophenol degradation II|unclassified	0.9239626245
PWY-6307: tryptophan degradation X (mammalian, via tryptamine)	0.9216220902
PWY-6307: tryptophan degradation X (mammalian, via tryptamine)|unclassified	0.9131720631
ARGDEG-IV-PWY: arginine degradation VIII (arginine oxidase pathway)	0.9054238176
ARGDEG-IV-PWY: arginine degradation VIII (arginine oxidase pathway)|unclassified	0.6844027862
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0.8659583460
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I	0.8613264427
PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I|unclassified	0.8613264427
ILEUDEG-PWY: isoleucine degradation I	0.8514737182
ILEUDEG-PWY: isoleucine degradation I|unclassified	0.7138121801
PWY-5840: superpathway of menaquinol-7 biosynthesis	0.8477859186
PWY-5840: superpathway of menaquinol-7 biosynthesis|unclassified	0.7102248778
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	0.7931256189
PWY-5083: NAD/NADH phosphorylation and dephosphorylation|unclassified	0.6598685492
PWY-5532: adenosine nucleotides degradation IV	0.7214549866
PWY-6369: inositol pyrophosphates biosynthesis	0.6997012900
PWY-6369: inositol pyrophosphates biosynthesis|unclassified	0.6945390463
PWY-7434: terminal O-glycans residues modification	0.6945012433
PWY-7434: terminal O-glycans residues modification|unclassified	0.6945012433
PROPFERM-PWY: L-alanine fermentation to propionate and acetate	0.6182075773
PROPFERM-PWY: L-alanine fermentation to propionate and acetate|unclassified	0.5001658139
PWY-6435: 4-hydroxybenzoate biosynthesis V	0.6002189584
PWY-6435: 4-hydroxybenzoate biosynthesis V|unclassified	0.5659765482
PWY-6030: serotonin and melatonin biosynthesis	0.5606517033
PWY-6030: serotonin and melatonin biosynthesis|unclassified	0.5606517033
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	0.5283859888
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)|unclassified	0.4655233144
PWY-6957: mandelate degradation to acetyl-CoA	0.5261096140
PWY66-374: C20 prostanoid biosynthesis	0.5097967923
PWY66-374: C20 prostanoid biosynthesis|unclassified	0.5097967923
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0.4938293035
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)|unclassified	0.4817288047
PWY-5135: xanthohumol biosynthesis	0.4802822975
PWY-5135: xanthohumol biosynthesis|unclassified	0.4791123603
PWY-6555: superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants)	0.4365066782
PWY-6555: superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants)|unclassified	0.4365066782
PWY-7426: mannosyl-glycoprotein N-acetylglucosaminyltransferases	0.4038845491
PWY-7426: mannosyl-glycoprotein N-acetylglucosaminyltransferases|unclassified	0.4038845491
PWY-6554: 1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)	0.3749288287
PWY-6554: 1D-myo-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)|unclassified	0.3749288287
PWY-7289: L-cysteine biosynthesis V	0.3591743582
PWY-7289: L-cysteine biosynthesis V|unclassified	0.3570042820
PWY-6567: chondroitin sulfate biosynthesis (late stages)	0.3466199151
PWY-6567: chondroitin sulfate biosynthesis (late stages)|unclassified	0.3466199151
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0.3193750466
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast|unclassified	0.2758016400
PWY-6785: hydrogen production VIII	0.3134619373
PWY-6785: hydrogen production VIII|unclassified	0.3058800062
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)	0.3032096203
PWY-7245: superpathway NAD/NADP - NADH/NADPH interconversion (yeast)|unclassified	0.2787020340
METH-ACETATE-PWY: methanogenesis from acetate	0.3015477730
METH-ACETATE-PWY: methanogenesis from acetate|unclassified	0.2992959397
PWY-6956: naphthalene degradation to acetyl-CoA	0.2831085830
PWY-7379: mRNA capping II	0.2660378336
PWY-7379: mRNA capping II|unclassified	0.2660378336
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0.2522807224
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis|unclassified	0.2506863146
PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)	0.2421025908
PWY-7268: NAD/NADP-NADH/NADPH cytosolic interconversion (yeast)|unclassified	0.2412943839
PWY66-373: sucrose degradation V (sucrose &alpha;-glucosidase)	0.2377985800
PWY66-373: sucrose degradation V (sucrose &alpha;-glucosidase)|unclassified	0.2303472462
PWY-5494: pyruvate fermentation to propionate II (acrylate pathway)	0.2357255547
PWY-5494: pyruvate fermentation to propionate II (acrylate pathway)|unclassified	0.2015107613
PWY66-301: catecholamine biosynthesis	0.2017248369
PWY66-301: catecholamine biosynthesis|unclassified	0.2017248369
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	0.1914134762
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)|unclassified	0.1909302239
PWY-1501: mandelate degradation I	0.1413089968
PWY-1501: mandelate degradation I|unclassified	0.1413089968
TOLUENE-DEG-DIOL-PWY: toluene degradation to 2-oxopent-4-enoate (via toluene-cis-diol)	0.1252717845
TOLUENE-DEG-DIOL-PWY: toluene degradation to 2-oxopent-4-enoate (via toluene-cis-diol)|unclassified	0.1252717845
PWY-6834: spermidine biosynthesis III	0.1184102203
PWY-6834: spermidine biosynthesis III|unclassified	0.1174832904
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	0.1065058910
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis|unclassified	0.1064011128
PWY-6763: salicortin biosynthesis	0.0934774898
PWY-6763: salicortin biosynthesis|unclassified	0.0934774898
PWY-5994: palmitate biosynthesis I (animals and fungi)	0.0854481955
PWY-5994: palmitate biosynthesis I (animals and fungi)|unclassified	0.0850780050
PWY-7185: UTP and CTP dephosphorylation I	0.0848007166
PWY-7185: UTP and CTP dephosphorylation I|unclassified	0.0846490731
PWY-7002: 4-hydroxyacetophenone degradation	0.0762585758
PWY-7002: 4-hydroxyacetophenone degradation|unclassified	0.0761322944
P161-PWY: acetylene degradation	0.0686669677
P161-PWY: acetylene degradation|unclassified	0.0685977182
PWY5F9-12: biphenyl degradation	0.0661951472
PWY5F9-12: biphenyl degradation|unclassified	0.0661951472
PWY-6215: 4-chlorobenzoate degradation	0.0488355214
PWY-6215: 4-chlorobenzoate degradation|unclassified	0.0487232464
