# Pathway	A4.humann2_Abundance
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	106.1312565190
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_parainfluenzae	11.4760182790
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	9.4452519261
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Gemella.s__Gemella_haemolysans	1.9804832309
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_haemolyticus	0.8816909092
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Haemophilus.s__Haemophilus_influenzae	0.7952224092
PWY-5913: TCA cycle VI (obligate autotrophs)	105.3491688725
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	28.2599974654
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Corynebacterium.s__Corynebacterium_aurimucosum	2.6977828894
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Haemophilus.s__Haemophilus_influenzae	1.7847799979
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Haemophilus.s__Haemophilus_haemolyticus	1.1077616070
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Enterobacter.s__Enterobacter_cloacae	0.6868997022
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0.6804650942
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	103.0802767061
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|unclassified	23.8683022458
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	4.0442830021
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Lautropia.s__Lautropia_mirabilis	1.9819435435
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Pseudomonas.s__Pseudomonas_fragi	1.8980918124
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)|g__Enterobacter.s__Enterobacter_cloacae	1.3940274240
PWY0-1296: purine ribonucleosides degradation	102.1555526035
PWY0-1296: purine ribonucleosides degradation|unclassified	10.6618776393
PWY0-1296: purine ribonucleosides degradation|g__Streptococcus.s__Streptococcus_thermophilus	6.6005950747
PWY0-1296: purine ribonucleosides degradation|g__Streptococcus.s__Streptococcus_parasanguinis	5.3417471305
PWY0-1296: purine ribonucleosides degradation|g__Streptococcus.s__Streptococcus_salivarius	3.4271378118
PWY0-1296: purine ribonucleosides degradation|g__Lactococcus.s__Lactococcus_lactis	2.1490173703
PWY-6151: S-adenosyl-L-methionine cycle I	101.1512049725
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	13.7133986277
PWY-6151: S-adenosyl-L-methionine cycle I|g__Haemophilus.s__Haemophilus_parainfluenzae	11.8702817282
PWY-6151: S-adenosyl-L-methionine cycle I|g__Staphylococcus.s__Staphylococcus_epidermidis	6.7457594053
PWY-6151: S-adenosyl-L-methionine cycle I|g__Staphylococcus.s__Staphylococcus_haemolyticus	1.4991934336
GLUCONEO-PWY: gluconeogenesis I	100.3615380873
GLUCONEO-PWY: gluconeogenesis I|unclassified	28.8233762035
GLUCONEO-PWY: gluconeogenesis I|g__Enterobacter.s__Enterobacter_cloacae	1.2777110500
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	99.3643677476
PWY-7254: TCA cycle VII (acetate-producers)	96.9871727256
PWY-7254: TCA cycle VII (acetate-producers)|g__Corynebacterium.s__Corynebacterium_pseudogenitalium	11.9751756979
PWY-7254: TCA cycle VII (acetate-producers)|g__Corynebacterium.s__Corynebacterium_accolens	9.3438287624
PWY-7254: TCA cycle VII (acetate-producers)|g__Corynebacterium.s__Corynebacterium_tuberculostearicum	9.2060535930
PWY-7254: TCA cycle VII (acetate-producers)|g__Kingella.s__Kingella_oralis	0.8824178248
PWY-7254: TCA cycle VII (acetate-producers)|g__Corynebacterium.s__Corynebacterium_jeikeium	0.8665223748
PWY-7254: TCA cycle VII (acetate-producers)|g__Corynebacterium.s__Corynebacterium_matruchotii	0.5023186832
ARGININE-SYN4-PWY: ornithine de novo  biosynthesis	96.6076729150
ARGININE-SYN4-PWY: ornithine de novo  biosynthesis|unclassified	17.3215057111
FERMENTATION-PWY: mixed acid fermentation	96.0231720652
FERMENTATION-PWY: mixed acid fermentation|unclassified	15.3530319693
FERMENTATION-PWY: mixed acid fermentation|g__Haemophilus.s__Haemophilus_influenzae	1.0658349743
FERMENTATION-PWY: mixed acid fermentation|g__Enterobacter.s__Enterobacter_cloacae	0.9170314491
ANAEROFRUCAT-PWY: homolactic fermentation	95.4442369345
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	2.3432063015
PWY66-409: superpathway of purine nucleotide salvage	92.2477255891
PWY66-409: superpathway of purine nucleotide salvage|unclassified	23.3142116605
PWY66-399: gluconeogenesis III	90.0001870501
PWY66-399: gluconeogenesis III|unclassified	32.0981228675
PWY-621: sucrose degradation III (sucrose invertase)	89.1440428695
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	34.1983400317
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_sanguinis	26.9651081226
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_thermophilus	9.6820431561
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	4.4137930566
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_infantis	4.3686541509
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_salivarius	2.5183105548
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_gordonii	1.9409868627
PWY-621: sucrose degradation III (sucrose invertase)|g__Staphylococcus.s__Staphylococcus_warneri	1.0724707510
PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_parasanguinis	0.9282138084
PWY-621: sucrose degradation III (sucrose invertase)|g__Granulicatella.s__Granulicatella_adiacens	0.7259528131
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II	87.7401114694
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II|g__Streptococcus.s__Streptococcus_sanguinis	24.6257320104
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II|g__Staphylococcus.s__Staphylococcus_epidermidis	7.8057139100
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II|g__Staphylococcus.s__Staphylococcus_hominis	4.7404130163
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II|g__Staphylococcus.s__Staphylococcus_caprae_capitis	1.8630647415
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II|unclassified	1.8232932934
PWY-5514: UDP-N-acetyl-D-galactosamine biosynthesis II|g__Staphylococcus.s__Staphylococcus_haemolyticus	1.2932428063
SER-GLYSYN-PWY: superpathway of serine and glycine biosynthesis I	86.0976051369
SER-GLYSYN-PWY: superpathway of serine and glycine biosynthesis I|unclassified	24.7121153962
SER-GLYSYN-PWY: superpathway of serine and glycine biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	9.9206186975
HOMOSER-METSYN-PWY: methionine biosynthesis I	84.2057286517
HOMOSER-METSYN-PWY: methionine biosynthesis I|unclassified	10.9756044500
HOMOSER-METSYN-PWY: methionine biosynthesis I|g__Lactococcus.s__Lactococcus_lactis	4.2462158511
HOMOSER-METSYN-PWY: methionine biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	2.0789417455
HOMOSER-METSYN-PWY: methionine biosynthesis I|g__Gemella.s__Gemella_haemolysans	1.9969203735
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	83.5258743080
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	12.2974549300
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|unclassified	6.0915858318
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|g__Haemophilus.s__Haemophilus_haemolyticus	2.4359380906
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|g__Haemophilus.s__Haemophilus_influenzae	0.9871112902
PHOTOALL-PWY: oxygenic photosynthesis	81.4332266460
PHOTOALL-PWY: oxygenic photosynthesis|unclassified	31.1148952793
PWY-6901: superpathway of glucose and xylose degradation	81.1832935425
PWY-6901: superpathway of glucose and xylose degradation|unclassified	14.7971436846
PWY-6901: superpathway of glucose and xylose degradation|g__Enterobacter.s__Enterobacter_cloacae	1.1564362454
CITRULBIO-PWY: citrulline biosynthesis	79.2157364917
CITRULBIO-PWY: citrulline biosynthesis|unclassified	20.3174536685
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	78.4027045470
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	78.2960522518
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|unclassified	18.9010777105
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	76.4490637706
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Streptococcus.s__Streptococcus_sanguinis	23.1576857855
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|unclassified	20.1494317198
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Staphylococcus.s__Staphylococcus_epidermidis	8.1799591002
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Abiotrophia.s__Abiotrophia_defectiva	5.9284289049
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Granulicatella.s__Granulicatella_elegans	4.7080979284
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Staphylococcus.s__Staphylococcus_haemolyticus	4.2840296747
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	3.6975266736
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Staphylococcus.s__Staphylococcus_warneri	3.4182928448
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Staphylococcus.s__Staphylococcus_hominis	3.0581039755
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Enterobacter.s__Enterobacter_cloacae	1.9550342131
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)|g__Staphylococcus.s__Staphylococcus_aureus	1.8885741265
LEU-DEG2-PWY: leucine degradation I	76.2456502418
LEU-DEG2-PWY: leucine degradation I|unclassified	14.4543712614
LEU-DEG2-PWY: leucine degradation I|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	12.5517880818
LEU-DEG2-PWY: leucine degradation I|g__Micrococcus.s__Micrococcus_luteus	10.6479305115
LEU-DEG2-PWY: leucine degradation I|g__Kocuria.s__Kocuria_rhizophila	6.5710872162
LEU-DEG2-PWY: leucine degradation I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	3.8872205904
LEU-DEG2-PWY: leucine degradation I|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	2.1980580656
PWY0-1261: anhydromuropeptides recycling	75.8165273558
PWY0-1261: anhydromuropeptides recycling|unclassified	13.4892813727
PWY0-1261: anhydromuropeptides recycling|g__Haemophilus.s__Haemophilus_parainfluenzae	9.4366578300
PWYG-321: mycolate biosynthesis	75.5777624843
PWYG-321: mycolate biosynthesis|unclassified	12.4697127806
PWY-5973: cis-vaccenate biosynthesis	74.9980300665
PWY-5973: cis-vaccenate biosynthesis|unclassified	11.2577660207
PWY-5973: cis-vaccenate biosynthesis|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	5.6285178236
PWY-5973: cis-vaccenate biosynthesis|g__Neisseria.s__Neisseria_sicca	5.2959708184
PWY-5973: cis-vaccenate biosynthesis|g__Pseudomonas.s__Pseudomonas_psychrotolerans	2.7198402740
PWY-5973: cis-vaccenate biosynthesis|g__Pseudomonas.s__Pseudomonas_fragi	1.8354586328
PWY-5973: cis-vaccenate biosynthesis|g__Neisseria.s__Neisseria_macacae	1.6431745429
PWY-5973: cis-vaccenate biosynthesis|g__Lautropia.s__Lautropia_mirabilis	1.4280614066
PWY-5973: cis-vaccenate biosynthesis|g__Neisseria.s__Neisseria_cinerea	0.8773960848
PWY-7199: pyrimidine deoxyribonucleosides salvage	74.7045483467
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	31.7552510355
PWY-7199: pyrimidine deoxyribonucleosides salvage|unclassified	2.1428239792
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Streptococcus.s__Streptococcus_salivarius	1.7636684303
PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Haemophilus.s__Haemophilus_haemolyticus	0.8909261645
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	74.3596972888
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	2.8289085716
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	73.1906762132
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	6.6020798588
FASYN-ELONG-PWY: fatty acid elongation -- saturated	72.7092628314
FASYN-ELONG-PWY: fatty acid elongation -- saturated|unclassified	11.2151073038
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	5.6679877771
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	1.8731122139
FASYN-ELONG-PWY: fatty acid elongation -- saturated|g__Lautropia.s__Lautropia_mirabilis	1.8424689083
PWY-6282: palmitoleate biosynthesis I	72.7092628314
PWY-6282: palmitoleate biosynthesis I|g__Haemophilus.s__Haemophilus_parainfluenzae	20.0208655869
PWY-6282: palmitoleate biosynthesis I|unclassified	14.9172766719
PWY-6282: palmitoleate biosynthesis I|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	13.8095548672
PWY-6282: palmitoleate biosynthesis I|g__Haemophilus.s__Haemophilus_paraphrohaemolyticus	2.2280260169
PWY-6282: palmitoleate biosynthesis I|g__Lautropia.s__Lautropia_mirabilis	2.1802325581
PWY-6282: palmitoleate biosynthesis I|g__Enterobacter.s__Enterobacter_cloacae	1.5928656332
PWY-6282: palmitoleate biosynthesis I|g__Haemophilus.s__Haemophilus_haemolyticus	1.2548306803
OXIDATIVEPENT-PWY: pentose phosphate pathway (oxidative branch) I	71.3082621468
OXIDATIVEPENT-PWY: pentose phosphate pathway (oxidative branch) I|unclassified	9.2044931070
OXIDATIVEPENT-PWY: pentose phosphate pathway (oxidative branch) I|g__Haemophilus.s__Haemophilus_parainfluenzae	6.2940138028
OXIDATIVEPENT-PWY: pentose phosphate pathway (oxidative branch) I|g__Haemophilus.s__Haemophilus_influenzae	5.1069838986
OXIDATIVEPENT-PWY: pentose phosphate pathway (oxidative branch) I|g__Enterobacter.s__Enterobacter_cloacae	1.3558908898
OXIDATIVEPENT-PWY: pentose phosphate pathway (oxidative branch) I|g__Haemophilus.s__Haemophilus_haemolyticus	0.8958541496
PWY-5749: itaconate degradation	70.2985681202
PWY-5749: itaconate degradation|unclassified	12.1861109671
PWY-5749: itaconate degradation|g__Micrococcus.s__Micrococcus_luteus	8.0361757459
PWY-5749: itaconate degradation|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	7.7519379845
PWY-5749: itaconate degradation|g__Staphylococcus.s__Staphylococcus_epidermidis	6.6006600660
PWY-5749: itaconate degradation|g__Rothia.s__Rothia_mucilaginosa	5.4466230937
PWY-5749: itaconate degradation|g__Propionibacterium.s__Propionibacterium_granulosum	4.4742729306
PWY-5749: itaconate degradation|g__Staphylococcus.s__Staphylococcus_hominis	4.4150110375
PWY-5749: itaconate degradation|g__Staphylococcus.s__Staphylococcus_haemolyticus	2.7593818985
PWY-5749: itaconate degradation|g__Kocuria.s__Kocuria_rhizophila	2.7539724182
PWY-5749: itaconate degradation|g__Prevotella.s__Prevotella_melaninogenica	2.2909507446
PWY-5749: itaconate degradation|g__Acinetobacter.s__Acinetobacter_ursingii	2.2446689113
PWY-5749: itaconate degradation|g__Rothia.s__Rothia_aeria	2.1786492375
PWY-5749: itaconate degradation|g__Neisseria.s__Neisseria_meningitidis	1.6759695768
PWY-5749: itaconate degradation|g__Staphylococcus.s__Staphylococcus_caprae_capitis	1.6501650165
PWY-5749: itaconate degradation|g__Enterobacter.s__Enterobacter_cloacae	1.1578148060
PWY-5749: itaconate degradation|g__Lautropia.s__Lautropia_mirabilis	1.1337868481
PWY-5749: itaconate degradation|g__Staphylococcus.s__Staphylococcus_warneri	1.1037527594
PWY-5749: itaconate degradation|g__Rothia.s__Rothia_dentocariosa	1.0893246187
PWY-5749: itaconate degradation|g__Malassezia.s__Malassezia_globosa	0.7806401249
PWY-5749: itaconate degradation|g__Neisseria.s__Neisseria_cinerea	0.5686993346
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	69.6085054043
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified	15.6296866798
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	69.5646671306
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|unclassified	11.5936559570
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff|g__Enterobacter.s__Enterobacter_cloacae	0.9493040395
GLYOXYLATE-BYPASS: glyoxylate cycle	68.7280931631
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	17.1162592535
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Micrococcus.s__Micrococcus_luteus	13.6770971059
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	9.8452756310
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Kocuria.s__Kocuria_rhizophila	3.0454098315
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Lautropia.s__Lautropia_mirabilis	1.1853073730
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Enterobacter.s__Enterobacter_cloacae	0.9106386057
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_coli	0.8920695162
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	67.8302312516
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type|unclassified	16.9802240973
PWY66-422: D-galactose degradation V (Leloir pathway)	65.3727751996
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified	9.4526720175
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Streptococcus.s__Streptococcus_thermophilus	6.5245301376
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Streptococcus.s__Streptococcus_salivarius	1.6950638751
PWY66-422: D-galactose degradation V (Leloir pathway)|g__Haemophilus.s__Haemophilus_haemolyticus	0.6764785796
PWY-6396: superpathway of 2,3-butanediol biosynthesis	65.0306750824
PWY-6396: superpathway of 2,3-butanediol biosynthesis|unclassified	2.3900194099
PWY-6396: superpathway of 2,3-butanediol biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	2.1884713432
PWY0-42: 2-methylcitrate cycle I	62.6237725414
PWY0-42: 2-methylcitrate cycle I|g__Micrococcus.s__Micrococcus_luteus	17.6817288802
PWY0-42: 2-methylcitrate cycle I|unclassified	14.5677852156
PWY0-42: 2-methylcitrate cycle I|g__Corynebacterium.s__Corynebacterium_pseudogenitalium	7.8149947735
PWY0-42: 2-methylcitrate cycle I|g__Kocuria.s__Kocuria_rhizophila	7.1206505722
PWY0-42: 2-methylcitrate cycle I|g__Corynebacterium.s__Corynebacterium_aurimucosum	4.2656140677
PWY0-42: 2-methylcitrate cycle I|g__Corynebacterium.s__Corynebacterium_accolens	3.9682539683
PWY0-42: 2-methylcitrate cycle I|g__Corynebacterium.s__Corynebacterium_jeikeium	3.3400133601
PWY0-42: 2-methylcitrate cycle I|g__Pseudomonas.s__Pseudomonas_psychrotolerans	2.5034869997
PWY0-42: 2-methylcitrate cycle I|g__Pseudomonas.s__Pseudomonas_fragi	2.3470243085
PWY0-42: 2-methylcitrate cycle I|g__Malassezia.s__Malassezia_globosa	1.0498687664
PWY0-42: 2-methylcitrate cycle I|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0.6385696041
SO4ASSIM-PWY: sulfate reduction I (assimilatory)	62.3729488858
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified	23.8080685725
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Staphylococcus.s__Staphylococcus_epidermidis	7.4280637336
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	3.8195076645
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Malassezia.s__Malassezia_globosa	3.0835646007
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Pseudomonas.s__Pseudomonas_fragi	2.3240969205
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Staphylococcus.s__Staphylococcus_warneri	1.6207174466
PWY-5022: 4-aminobutyrate degradation V	61.8372418922
PWY-5022: 4-aminobutyrate degradation V|unclassified	9.4559075823
PWY-5022: 4-aminobutyrate degradation V|g__Actinomyces.s__Actinomyces_oris	7.6726890003
PWY-7230: ubiquinol-6 biosynthesis from 4-aminobenzoate (eukaryotic)	61.5272627436
PWY-7230: ubiquinol-6 biosynthesis from 4-aminobenzoate (eukaryotic)|unclassified	22.9324301916
PWY-7230: ubiquinol-6 biosynthesis from 4-aminobenzoate (eukaryotic)|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	3.4032733223
PWY-7230: ubiquinol-6 biosynthesis from 4-aminobenzoate (eukaryotic)|g__Enterobacter.s__Enterobacter_cloacae	1.3961908239
PWY-6703: preQ0 biosynthesis	58.8768086725
PWY-6703: preQ0 biosynthesis|unclassified	13.4781952822
PWY-6703: preQ0 biosynthesis|g__Staphylococcus.s__Staphylococcus_hominis	2.4111307850
PWY-6703: preQ0 biosynthesis|g__Neisseria.s__Neisseria_sicca	2.0853013286
PWY-7013: L-1,2-propanediol degradation	57.1122287131
PWY-7013: L-1,2-propanediol degradation|g__Streptococcus.s__Streptococcus_sanguinis	24.9957630265
PWY-7013: L-1,2-propanediol degradation|unclassified	2.4964623732
PWY-101: photosynthesis light reactions	56.7168288542
PWY-101: photosynthesis light reactions|unclassified	42.9518013794
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	56.4008693089
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|unclassified	13.2988612944
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	1.6237820153
ARGSYN-PWY: arginine biosynthesis I (via L-ornithine)	55.1165493069
ARGSYN-PWY: arginine biosynthesis I (via L-ornithine)|unclassified	10.0170896406
PWY-7400: arginine biosynthesis IV (archaebacteria)	54.8722809956
PWY-7400: arginine biosynthesis IV (archaebacteria)|unclassified	10.0851560029
PWY-6897: thiamin salvage II	53.4899520605
PWY-6897: thiamin salvage II|unclassified	8.6663924053
PWY-6897: thiamin salvage II|g__Staphylococcus.s__Staphylococcus_epidermidis	5.9056352404
PWY-6897: thiamin salvage II|g__Staphylococcus.s__Staphylococcus_hominis	3.0616150019
PWY-6897: thiamin salvage II|g__Staphylococcus.s__Staphylococcus_haemolyticus	1.4705882353
PWY-6897: thiamin salvage II|g__Haemophilus.s__Haemophilus_influenzae	1.3186857240
PWY-6897: thiamin salvage II|g__Staphylococcus.s__Staphylococcus_aureus	0.6082425102
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	52.9861841457
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified	11.7695698357
P441-PWY: superpathway of N-acetylneuraminate degradation	52.1376432795
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	2.4694332981
PWY-5345: superpathway of methionine biosynthesis (by sulfhydrylation)	52.1196103016
PWY-5345: superpathway of methionine biosynthesis (by sulfhydrylation)|unclassified	14.9088268248
PWY-5897: superpathway of menaquinol-11 biosynthesis	51.5845083536
PWY-5898: superpathway of menaquinol-12 biosynthesis	51.5845083536
PWY-5899: superpathway of menaquinol-13 biosynthesis	51.5845083536
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	50.9671279219
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|unclassified	23.3621869153
PWY-5971: palmitate biosynthesis II (bacteria and plants)	49.4547011105
PWY-5971: palmitate biosynthesis II (bacteria and plants)|unclassified	10.5081638651
PWY-7212: baicalein metabolism	49.3313958396
PWY-7212: baicalein metabolism|unclassified	29.6821324603
PWY-7212: baicalein metabolism|g__Enterobacter.s__Enterobacter_cloacae	1.1042097999
PWY-724: superpathway of lysine, threonine and methionine biosynthesis II	49.0389014487
PWY-724: superpathway of lysine, threonine and methionine biosynthesis II|unclassified	17.4958358670
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	48.5573361994
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	27.1903872448
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Streptococcus.s__Streptococcus_sanguinis	6.4423157009
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|unclassified	2.0426048357
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Streptococcus.s__Streptococcus_parasanguinis	1.3874255156
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Granulicatella.s__Granulicatella_adiacens	1.1737064805
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Granulicatella.s__Granulicatella_elegans	1.0688042752
PWY-5384: sucrose degradation IV (sucrose phosphorylase)|g__Enterobacter.s__Enterobacter_cloacae	0.9330534173
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	47.4298169148
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|unclassified	15.4007102865
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Enhydrobacter.s__Enhydrobacter_aerosaccus	13.6054421769
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Enterobacter.s__Enterobacter_cloacae	2.6467277666
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	47.4131488153
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	9.0408982006
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Haemophilus.s__Haemophilus_parainfluenzae	9.0321496774
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Enterobacter.s__Enterobacter_cloacae	1.2422360248
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	47.3856801915
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)|unclassified	6.2383198516
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	47.3228841444
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified	6.9392439376
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|g__Streptococcus.s__Streptococcus_australis	1.9262210582
PWY-5104: isoleucine biosynthesis IV	43.0917846893
PWY-5104: isoleucine biosynthesis IV|unclassified	26.3259285772
PWY-5104: isoleucine biosynthesis IV|g__Eubacterium.s__Eubacterium_brachy	0.5688282139
PANTO-PWY: phosphopantothenate biosynthesis I	42.2626490978
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	15.6999499056
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	42.1556504390
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Haemophilus.s__Haemophilus_parainfluenzae	13.2955907923
